,mean,stddev
mass_1,1.6301022752635656e+18,1.6301022752635658e+17
mass_2,3.098977247364344e+17,3.0989772473643444e+16
sma_2,6670.0,40.0
ecc_2,0.563,0.006999999999999999
aop_2,78.77646038917278,2.0
inc_2,48.507267386787696,0.2
lan_2,170.62650920932708,0.8
mea_2,235.5,0.5
j2r2_1,32000.0,3200.0
c22r2_1,3200.0,320.0
j2r2_2,460.0,46.0
c22r2_2,46.0,4.6000000000000005
spaop_1,78.77646038917278,2.0
spinc_1,93.5072673867877,0.2
splan_1,170.62650920932708,0.8
sprate_1,6.605492674278045e-07,6.605492674278045e-08
spaop_2,180.0,20.0
spinc_2,48.507267386787696,0.2
splan_2,170.62650920932708,0.8
sprate_2,6.605492674278045e-07,6.605492674278045e-08
lat_offset,-0.0001917305194670937,0.005
long_offset,-0.00016155233755707797,0.005
