,time,Lat_Prim,Long_Prim,DeltaLat_Actaea,DeltaLong_Actaea,DeltaLat_Actaea_err,DeltaLong_Actaea_err
0,2453938.165647804,22.49353642303642,347.71914576220286,-0.11253726871984782,0.0017391530215178823,0.0005902548838660364,0.0007231678452996838
1,2454295.1287352424,22.613837302163077,349.1165235311755,-0.11015992502194649,-0.02512411885105452,0.012327606910913537,0.006798432916973275
2,2454297.0793995066,22.628849710983992,349.09777342255546,0.033700677154513414,0.15048971496825242,0.002768689933964543,0.0040329471299693454
3,2454323.715348803,22.797899514887888,348.7227419337215,-0.06902732685603041,0.16390484175010112,0.0031371453976842927,0.0024537898221521806
4,2454324.5298536653,22.801803830024102,348.708299872664,0.03387391212328339,0.15504173782795558,0.002043935548798298,0.0035770477337017516
5,2454324.660239162,22.802430924088227,348.7059724933437,0.04931179854850143,0.13234910084981774,0.004342686347445858,0.0070665402663172725
6,2454346.656765198,22.87267975058508,348.2740613364447,0.04904621741701476,0.13464987398381692,0.0030340770802567084,0.003672362855612556
7,2454606.0179155343,22.315422055891716,350.3241421345845,0.109042011656868,-0.06173628935270705,0.001950686569841219,0.001969134956347054
8,2455176.5167506323,22.760945921407046,349.61732322592735,0.07264892678477963,0.09609594602706216,0.003474414413001232,0.006423135431814534
9,2455411.6546132774,23.239990295316556,352.78841535430166,-0.05929606118115771,0.17382770852261886,0.0030403552670740666,0.0029283996823110518
10,2456491.7729094126,23.51192343670756,356.86840472984983,0.01270357682727763,-0.21139237939447703,0.10575081672778325,0.09840177836773034
11,2456528.7605820145,23.74246018800973,356.3499709628138,0.13357110957770146,-0.01243460767514072,0.09137801831069024,0.10656315706870595
12,2457234.739903486,23.807350873394142,359.3192406231213,-0.09934939697160416,0.017934956765104877,0.0054613559050027,0.004201800293230374
13,2457606.714082331,23.937896238344813,0.5206652513583043,0.03066520702645903,-0.18542662282709108,0.002813857802918503,0.003087238384538361
